p_id,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,word_16,word_17,word_18,word_19,word_20
9,toaster,wrestling,fixed,wrench,box,rusty,red,ac,dorm room,short shorts,kids,jump rope,hop scotch,sidewalk,fire hose,flames,arson,carson,watch,green
90,toaster,bread,coaster,roller,hair,braid,dye,brown,blonde,pigtails,farm,rural,country,trees,ice cream,milk,cows,spots,dalmatians,dogs
91,toaster,bread,butter,refrigerator,soda,sugar,brown sugar,sweet potato,green beans,steak,a1 sauce,family,mom,dad,computer,homework,math,torture,prison,orange is the new black
92,toaster,bread,sandwich,peanut butter,jelly,strawberry,seeds,tree,plants,flowers,sunflowers,sun,space,planets,earth,continents,land,water,sea,turtle
93,toaster,bread,orange,grape,fat,clothes,polka dots,crayons,pens,art,crayola,painting,pencil sharpener,friends,hurt,happy,hands,hold,bye,sleep
94,toaster,bread,slice,jam,cheese,mice,bug,hole,dark,black,night,day,light,sun,hot,summer,seasons,fall,winter,snow
95,toaster,bread,crust,black,butter,crunchy,warm,breakfast,toast,bread,brown,salty,yellow,crumbs,quick,silver,settings,clean,kitchen,outlet
96,toaster,peanut butter,bread,milk,electricity,jelly,lettuce,eggs,cheese,bacon,baking,fire,knife,juice,salad,honey,strawberry,heat,coffee,cream cheese
97,toaster,bread,butter,waffles,light,dark,toast,breakfast,sandwich,lunch,brown,crispy,warm,tray,electric,heat,burn,black,metal,plug
98,toaster,bread,butter,grease,fire,firefighter,firehouse,dalmatian,dog,pit,gary,preacher,pit,people,fair,service,campus y,embody,eating disorder,body image
99,toaster,bread,butter,jam,burnt,golden,brown,bagels,cream cheese,electricity,metal,wires,food,breakfast,cinnamon,cinnamon rolls,yum,wires,plugs,outlet
